section,a,b,locus_overlap,reading_agreement,n_shared_concepts,n_comparable_claims
20,DaatChachamVatokan114,UnKnownEskorial,0.0597,0.0,4,1
20,DaatChachamVatokan114,UnKnownVatikan214,0.0588,,3,0
20,DaatChachamVatokan114,מערכת האלוהות,0.0,,0,0
20,IbnShuib,KenegedAsaraMaamaritLondon847,0.1575,0.087,20,23
20,IbnShuib,KeterShemTov,0.0952,0.0,10,4
20,IbnShuib,MeiratEinayim,0.1345,0.1111,23,27
20,IbnShuib,RAMBAN,0.0357,0.3333,3,3
20,IbnShuib,Rabenu_Bahayii,0.0517,0.5,6,6
20,IbnShuib,Ricanati_Zicaron_aharon_ed,0.129,0.2941,20,17
20,IbnShuib,UnKnownEskorial,0.1765,0.2,21,25
20,IbnShuib,UnKnownVatikan214,0.1389,0.1111,15,9
20,IbnShuib,מערכת האלוהות,0.0412,0.0,4,7
20,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0562,0.0,5,2
20,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1161,0.037,18,27
20,KenegedAsaraMaamaritLondon847,RAMBAN,0.0,,0,0
20,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0632,0.5,6,2
20,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1667,0.037,22,27
20,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0721,0.125,8,8
20,KenegedAsaraMaamaritLondon847,UnKnownVatikan214,0.0408,,4,0
20,KenegedAsaraMaamaritLondon847,מערכת האלוהות,0.0667,0.2,5,5
20,KeterShemTov,MeiratEinayim,0.0522,0.0,7,3
20,KeterShemTov,RAMBAN,0.0,,0,0
20,KeterShemTov,Rabenu_Bahayii,0.0781,,5,0
20,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0702,0.0,8,6
20,KeterShemTov,UnKnownEskorial,0.061,0.0,5,2
20,KeterShemTov,UnKnownVatikan214,0.0938,0.25,6,4
20,KeterShemTov,מערכת האלוהות,0.0667,0.0,3,1
20,MeiratEinayim,RAMBAN,0.0089,,1,0
20,MeiratEinayim,Rabenu_Bahayii,0.1385,0.1786,18,28
20,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1105,0.0667,20,30
20,MeiratEinayim,UnKnownEskorial,0.1067,0.0909,16,22
20,MeiratEinayim,UnKnownVatikan214,0.0643,0.0,9,4
20,MeiratEinayim,מערכת האלוהות,0.0496,0.25,6,4
20,RAMBAN,Rabenu_Bahayii,0.0,,0,0
20,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0108,,1,0
20,RAMBAN,UnKnownEskorial,0.0351,1.0,2,1
20,RAMBAN,UnKnownVatikan214,0.05,1.0,2,1
20,RAMBAN,מערכת האלוהות,0.0,,0,0
20,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.075,0.0909,9,11
20,Rabenu_Bahayii,UnKnownEskorial,0.0805,0.3333,7,6
20,Rabenu_Bahayii,UnKnownVatikan214,0.0548,,4,0
20,Rabenu_Bahayii,מערכת האלוהות,0.1,0.1429,5,7
20,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1053,0.3077,14,13
20,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.0833,0.0,10,2
20,Ricanati_Zicaron_aharon_ed,מערכת האלוהות,0.0385,0.0,4,5
20,UnKnownEskorial,UnKnownVatikan214,0.5574,0.5484,34,31
20,UnKnownEskorial,מערכת האלוהות,0.0429,0.0,3,3
20,UnKnownVatikan214,מערכת האלוהות,0.037,,2,0
21,DaatChachamVatokan214,IbnShuib,0.1724,0.5,5,2
21,DaatChachamVatokan214,KenegedAsaraMaamaritLondon847,0.1667,0.4,6,5
21,DaatChachamVatokan214,KeterShemTov,0.1714,0.0,6,5
21,DaatChachamVatokan214,MeiratEinayim,0.0483,0.1429,7,7
21,DaatChachamVatokan214,RAMBAN,0.375,0.25,12,8
21,DaatChachamVatokan214,Rabenu_Bahayii,0.0909,0.0,3,1
21,DaatChachamVatokan214,Ricanati_Zicaron_aharon_ed,0.24,0.0,6,3
21,DaatChachamVatokan214,SaportaOxford1645,0.0833,,2,0
21,DaatChachamVatokan214,UnKnownEskorial,0.5833,0.0556,14,18
21,IbnShuib,KenegedAsaraMaamaritLondon847,0.0857,0.0,3,1
21,IbnShuib,KeterShemTov,0.2333,0.0,7,5
21,IbnShuib,MeiratEinayim,0.0571,0.5,8,2
21,IbnShuib,RAMBAN,0.1429,1.0,5,1
21,IbnShuib,Rabenu_Bahayii,0.0323,,1,0
21,IbnShuib,Ricanati_Zicaron_aharon_ed,0.35,0.25,7,4
21,IbnShuib,SaportaOxford1645,0.1579,0.0,3,2
21,IbnShuib,UnKnownEskorial,0.1724,0.0,5,1
21,KenegedAsaraMaamaritLondon847,KeterShemTov,0.125,0.0,5,3
21,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0759,0.2,11,10
21,KenegedAsaraMaamaritLondon847,RAMBAN,0.2,0.2222,8,9
21,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1111,0.0,4,3
21,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.129,0.0,4,1
21,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.0345,,1,0
21,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.2727,0.25,9,8
21,KeterShemTov,MeiratEinayim,0.0544,0.1,8,10
21,KeterShemTov,RAMBAN,0.1463,0.0,6,3
21,KeterShemTov,Rabenu_Bahayii,0.0833,0.0,3,2
21,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.4783,0.3333,11,12
21,KeterShemTov,SaportaOxford1645,0.1154,1.0,3,1
21,KeterShemTov,UnKnownEskorial,0.1714,0.2,6,5
21,MeiratEinayim,RAMBAN,0.0897,0.0833,13,12
21,MeiratEinayim,Rabenu_Bahayii,0.0345,0.0,5,5
21,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0432,0.6667,6,3
21,MeiratEinayim,SaportaOxford1645,0.0448,0.0,6,5
21,MeiratEinayim,UnKnownEskorial,0.0704,0.2308,10,13
21,RAMBAN,Rabenu_Bahayii,0.1667,0.1429,6,7
21,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1562,0.0,5,1
21,RAMBAN,SaportaOxford1645,0.1034,0.0,3,1
21,RAMBAN,UnKnownEskorial,0.375,0.3,12,10
21,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0741,,2,0
21,Rabenu_Bahayii,SaportaOxford1645,0.0909,,2,0
21,Rabenu_Bahayii,UnKnownEskorial,0.1613,0.0,5,4
21,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.1875,0.0,3,2
21,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.24,0.5,6,2
21,SaportaOxford1645,UnKnownEskorial,0.0833,,2,0
22,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0,,0,0
22,Comment_a_shuib_Parma_68,DaatChachamVatokan214,0.0677,0.0,9,2
22,Comment_a_shuib_Parma_68,IbnShuib,0.0584,0.0,8,7
22,Comment_a_shuib_Parma_68,KeterShemTov,0.0573,0.2,11,5
22,Comment_a_shuib_Parma_68,MeiratEinayim,0.0558,0.0,12,5
22,Comment_a_shuib_Parma_68,RAMBAN,0.0629,0.0,10,5
22,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.1359,0.0,14,3
22,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0581,0.0,5,1
22,Comment_a_shuib_Parma_68,UnKnownEskorial,0.063,0.0,8,5
22,DaatChachamVatokan107,DaatChachamVatokan214,0.0309,,3,0
22,DaatChachamVatokan107,IbnShuib,0.03,0.0,3,1
22,DaatChachamVatokan107,KeterShemTov,0.0321,0.0,5,2
22,DaatChachamVatokan107,MeiratEinayim,0.0165,0.0,3,1
22,DaatChachamVatokan107,RAMBAN,0.0242,0.0,3,1
22,DaatChachamVatokan107,Rabenu_Bahayii,0.0274,,2,0
22,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0,,0,0
22,DaatChachamVatokan107,UnKnownEskorial,0.022,,2,0
22,DaatChachamVatokan214,IbnShuib,0.2067,0.0333,31,30
22,DaatChachamVatokan214,KeterShemTov,0.1602,0.0,33,39
22,DaatChachamVatokan214,MeiratEinayim,0.1385,0.0312,32,32
22,DaatChachamVatokan214,RAMBAN,0.3226,0.0517,50,58
22,DaatChachamVatokan214,Rabenu_Bahayii,0.1333,0.0,18,4
22,DaatChachamVatokan214,Ricanati_Zicaron_aharon_ed,0.0763,0.0,9,2
22,DaatChachamVatokan214,UnKnownEskorial,0.4615,0.0968,54,62
22,IbnShuib,KeterShemTov,0.1524,0.0256,32,39
22,IbnShuib,MeiratEinayim,0.1319,0.0323,31,31
22,IbnShuib,RAMBAN,0.2235,0.0244,38,41
22,IbnShuib,Rabenu_Bahayii,0.0909,0.0,13,13
22,IbnShuib,Ricanati_Zicaron_aharon_ed,0.0569,0.0,7,7
22,IbnShuib,UnKnownEskorial,0.16,0.0952,24,21
22,KeterShemTov,MeiratEinayim,0.153,0.0,43,53
22,KeterShemTov,RAMBAN,0.1515,0.0,35,39
22,KeterShemTov,Rabenu_Bahayii,0.0808,0.0,16,9
22,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0562,0.0,10,6
22,KeterShemTov,UnKnownEskorial,0.1154,0.0,24,23
22,MeiratEinayim,RAMBAN,0.1069,0.0556,28,18
22,MeiratEinayim,Rabenu_Bahayii,0.0673,0.0,15,8
22,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0547,0.0,11,5
22,MeiratEinayim,UnKnownEskorial,0.1378,0.0312,31,32
22,RAMBAN,Rabenu_Bahayii,0.0976,0.125,16,8
22,RAMBAN,Ricanati_Zicaron_aharon_ed,0.0548,0.0,8,6
22,RAMBAN,UnKnownEskorial,0.2222,0.0444,36,45
22,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1461,0.1429,13,7
22,Rabenu_Bahayii,UnKnownEskorial,0.0977,0.0,13,5
22,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0714,0.0,8,1
23,Comment_a_shuib_Parma_68,DaatChachamVatokan214,0.0698,0.0,3,1
23,Comment_a_shuib_Parma_68,IbnShuib,0.0882,0.5,3,2
23,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0556,,2,0
23,Comment_a_shuib_Parma_68,KeterShemTov,0.0149,,1,0
23,Comment_a_shuib_Parma_68,MeiratEinayim,0.0517,0.0,3,1
23,Comment_a_shuib_Parma_68,RAMBAN,0.0571,,2,0
23,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0357,,1,0
23,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0526,0.0,2,1
23,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0652,0.0,3,1
23,DaatChachamVatokan214,IbnShuib,0.1395,0.0,6,7
23,DaatChachamVatokan214,KenegedAsaraMaamaritLondon847,0.1628,0.0,7,5
23,DaatChachamVatokan214,KeterShemTov,0.0811,0.0,6,1
23,DaatChachamVatokan214,MeiratEinayim,0.058,0.0,4,1
23,DaatChachamVatokan214,RAMBAN,0.1395,0.0,6,2
23,DaatChachamVatokan214,Rabenu_Bahayii,0.1389,0.25,5,4
23,DaatChachamVatokan214,Ricanati_Zicaron_aharon_ed,0.1556,0.0,7,8
23,DaatChachamVatokan214,UnKnownEskorial,0.4878,0.1852,20,27
23,IbnShuib,KenegedAsaraMaamaritLondon847,0.1714,0.0,6,6
23,IbnShuib,KeterShemTov,0.1094,0.0,7,3
23,IbnShuib,MeiratEinayim,0.0667,0.0,4,3
23,IbnShuib,RAMBAN,0.2121,0.0,7,4
23,IbnShuib,Rabenu_Bahayii,0.0667,0.0,2,1
23,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1944,0.3333,7,6
23,IbnShuib,UnKnownEskorial,0.1556,0.0,7,8
23,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0435,,3,0
23,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0656,0.0,4,5
23,KenegedAsaraMaamaritLondon847,RAMBAN,0.2424,0.1818,8,11
23,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0645,0.0,2,2
23,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1579,0.3333,6,6
23,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1778,0.1538,8,13
23,KeterShemTov,MeiratEinayim,0.092,0.0,8,2
23,KeterShemTov,RAMBAN,0.0758,,5,0
23,KeterShemTov,Rabenu_Bahayii,0.0328,,2,0
23,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1385,0.0,9,4
23,KeterShemTov,UnKnownEskorial,0.0506,0.0,4,2
23,MeiratEinayim,RAMBAN,0.0667,0.0,4,1
23,MeiratEinayim,Rabenu_Bahayii,0.037,,2,0
23,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0635,0.0,4,2
23,MeiratEinayim,UnKnownEskorial,0.0556,0.0,4,3
23,RAMBAN,Rabenu_Bahayii,0.1034,,3,0
23,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1944,0.0,7,8
23,RAMBAN,UnKnownEskorial,0.2381,0.0,10,8
23,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2069,0.1667,6,6
23,Rabenu_Bahayii,UnKnownEskorial,0.1892,0.125,7,8
23,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1702,0.1818,8,11
24,Comment_a_shuib_Parma_68,Comment_b_note_of_unknown,0.0,,0,0
24,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.0882,0.0,6,5
24,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0482,0.0,4,3
24,Comment_a_shuib_Parma_68,IbnShuib,0.0437,0.0,7,2
24,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0435,,2,0
24,Comment_a_shuib_Parma_68,KeterShemTov,0.0227,,2,0
24,Comment_a_shuib_Parma_68,MeiratEinayim,0.0267,0.0,7,2
24,Comment_a_shuib_Parma_68,RAMBAN,0.0449,0.0,7,2
24,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0189,,3,0
24,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0437,0.0,8,3
24,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0492,,3,0
24,Comment_a_shuib_Parma_68,UnKnownVatikan214,0.0459,0.0,5,1
24,Comment_b_note_of_unknown,DaatChachamVatokan107,0.0,,0,0
24,Comment_b_note_of_unknown,DaatChachamVatokan114,0.0,,0,0
24,Comment_b_note_of_unknown,IbnShuib,0.0068,,1,0
24,Comment_b_note_of_unknown,KenegedAsaraMaamaritLondon847,0.0,,0,0
24,Comment_b_note_of_unknown,KeterShemTov,0.0,,0,0
24,Comment_b_note_of_unknown,MeiratEinayim,0.0,,0,0
24,Comment_b_note_of_unknown,RAMBAN,0.0,,0,0
24,Comment_b_note_of_unknown,Rabenu_Bahayii,0.0,,0,0
24,Comment_b_note_of_unknown,Ricanati_Zicaron_aharon_ed,0.0059,,1,0
24,Comment_b_note_of_unknown,UnKnownEskorial,0.0233,,1,0
24,Comment_b_note_of_unknown,UnKnownVatikan214,0.0108,,1,0
24,DaatChachamVatokan107,DaatChachamVatokan114,0.3605,0.1163,31,43
24,DaatChachamVatokan107,IbnShuib,0.0649,0.0833,12,12
24,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.0541,,4,0
24,DaatChachamVatokan107,KeterShemTov,0.0345,0.0,4,1
24,DaatChachamVatokan107,MeiratEinayim,0.0491,0.0,14,12
24,DaatChachamVatokan107,RAMBAN,0.0966,0.0833,17,12
24,DaatChachamVatokan107,Rabenu_Bahayii,0.0787,0.0,14,12
24,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0676,0.1,14,10
24,DaatChachamVatokan107,UnKnownEskorial,0.0805,0.0,7,1
24,DaatChachamVatokan107,UnKnownVatikan214,0.1077,0.0476,14,21
24,DaatChachamVatokan114,IbnShuib,0.0769,0.0,15,8
24,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0833,0.2,7,5
24,DaatChachamVatokan114,KeterShemTov,0.031,0.0,4,1
24,DaatChachamVatokan114,MeiratEinayim,0.047,0.0,14,13
24,DaatChachamVatokan114,RAMBAN,0.0842,0.0,16,5
24,DaatChachamVatokan114,Rabenu_Bahayii,0.0847,0.0,16,5
24,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.1143,0.0,24,18
24,DaatChachamVatokan114,UnKnownEskorial,0.0918,0.0,9,8
24,DaatChachamVatokan114,UnKnownVatikan214,0.0979,0.0,14,5
24,IbnShuib,KenegedAsaraMaamaritLondon847,0.024,0.0,4,2
24,IbnShuib,KeterShemTov,0.0923,0.0909,18,11
24,IbnShuib,MeiratEinayim,0.1232,0.0,43,29
24,IbnShuib,RAMBAN,0.177,0.1702,43,47
24,IbnShuib,Rabenu_Bahayii,0.131,0.0333,33,30
24,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1174,0.1034,33,29
24,IbnShuib,UnKnownEskorial,0.0686,0.0,12,5
24,IbnShuib,UnKnownVatikan214,0.134,0.0385,28,26
24,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0108,,1,0
24,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0111,0.0,3,2
24,KenegedAsaraMaamaritLondon847,RAMBAN,0.0309,0.0,5,2
24,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.044,0.0,7,8
24,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0317,0.0,6,4
24,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0625,0.0,4,2
24,KenegedAsaraMaamaritLondon847,UnKnownVatikan214,0.0631,0.0,7,6
24,KeterShemTov,MeiratEinayim,0.0788,0.0,23,19
24,KeterShemTov,RAMBAN,0.0829,0.0,16,8
24,KeterShemTov,Rabenu_Bahayii,0.0558,0.0,11,4
24,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.0676,0.0,15,10
24,KeterShemTov,UnKnownEskorial,0.0891,0.0,9,5
24,KeterShemTov,UnKnownVatikan214,0.0667,0.2857,10,7
24,MeiratEinayim,RAMBAN,0.1023,0.0417,36,24
24,MeiratEinayim,Rabenu_Bahayii,0.0871,0.069,31,29
24,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1034,0.0303,39,33
24,MeiratEinayim,UnKnownEskorial,0.0358,0.0,10,2
24,MeiratEinayim,UnKnownVatikan214,0.066,0.0714,21,14
24,RAMBAN,Rabenu_Bahayii,0.1423,0.0385,35,26
24,RAMBAN,Ricanati_Zicaron_aharon_ed,0.2062,0.193,53,57
24,RAMBAN,UnKnownEskorial,0.1024,0.0,17,10
24,RAMBAN,UnKnownVatikan214,0.2073,0.0526,40,57
24,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1487,0.0435,40,46
24,Rabenu_Bahayii,UnKnownEskorial,0.1098,0.0769,18,13
24,Rabenu_Bahayii,UnKnownVatikan214,0.0841,0.0714,18,14
24,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.0765,0.1,15,10
24,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.1348,0.0323,31,31
24,UnKnownEskorial,UnKnownVatikan214,0.2072,0.0769,23,26
25,Comment_a_shuib_Parma_68,DaatChachamVatokan107,0.037,,1,0
25,Comment_a_shuib_Parma_68,DaatChachamVatokan114,0.0,,0,0
25,Comment_a_shuib_Parma_68,IbnShuib,0.0656,0.0,4,3
25,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0,,0,0
25,Comment_a_shuib_Parma_68,KeterShemTov,0.0139,,1,0
25,Comment_a_shuib_Parma_68,MeiratEinayim,0.025,,1,0
25,Comment_a_shuib_Parma_68,RAMBAN,0.0,,0,0
25,Comment_a_shuib_Parma_68,SaportaOxford1645,0.0,,0,0
25,DaatChachamVatokan107,DaatChachamVatokan114,0.4231,0.375,11,8
25,DaatChachamVatokan107,IbnShuib,0.0714,0.3333,5,3
25,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.0541,,2,0
25,DaatChachamVatokan107,KeterShemTov,0.0247,,2,0
25,DaatChachamVatokan107,MeiratEinayim,0.1333,0.0,6,1
25,DaatChachamVatokan107,RAMBAN,0.1333,0.0,4,4
25,DaatChachamVatokan107,SaportaOxford1645,0.037,,1,0
25,DaatChachamVatokan114,IbnShuib,0.0423,0.0,3,1
25,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.0556,,2,0
25,DaatChachamVatokan114,KeterShemTov,0.0513,0.25,4,4
25,DaatChachamVatokan114,MeiratEinayim,0.1628,0.0,7,5
25,DaatChachamVatokan114,RAMBAN,0.1,1.0,3,2
25,DaatChachamVatokan114,SaportaOxford1645,0.0385,,1,0
25,IbnShuib,KenegedAsaraMaamaritLondon847,0.0704,0.0,5,4
25,IbnShuib,KeterShemTov,0.0811,0.0,9,5
25,IbnShuib,MeiratEinayim,0.0732,0.0,6,4
25,IbnShuib,RAMBAN,0.0923,0.3333,6,6
25,IbnShuib,SaportaOxford1645,0.1207,0.1429,7,7
25,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0244,,2,0
25,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0612,,3,0
25,KenegedAsaraMaamaritLondon847,RAMBAN,0.0606,,2,0
25,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.0741,1.0,2,1
25,KeterShemTov,MeiratEinayim,0.0667,0.3333,6,3
25,KeterShemTov,RAMBAN,0.0676,0.25,5,4
25,KeterShemTov,SaportaOxford1645,0.058,0.0,4,1
25,MeiratEinayim,RAMBAN,0.0682,0.0,3,3
25,MeiratEinayim,SaportaOxford1645,0.0513,,2,0
25,RAMBAN,SaportaOxford1645,0.1429,0.0,3,1
25_2,DaatChachamVatokan214,IbnShuib,0.1486,0.0,11,5
25_2,DaatChachamVatokan214,KenegedAsaraMaamaritLondon847,0.0714,0.0,5,10
25_2,DaatChachamVatokan214,KeterShemTov,0.0656,,4,0
25_2,DaatChachamVatokan214,MeiratEinayim,0.0725,0.0,5,3
25_2,DaatChachamVatokan214,RAMBAN,0.1324,0.0,9,2
25_2,DaatChachamVatokan214,Rabenu_Bahayii,0.0392,,2,0
25_2,DaatChachamVatokan214,Ricanati_Zicaron_aharon_ed,0.0897,0.0,7,3
25_2,DaatChachamVatokan214,UnKnownEskorial,0.4423,0.122,23,41
25_2,IbnShuib,KenegedAsaraMaamaritLondon847,0.0435,0.0,3,1
25_2,IbnShuib,KeterShemTov,0.1481,0.5,8,4
25_2,IbnShuib,MeiratEinayim,0.0441,0.0,3,3
25_2,IbnShuib,RAMBAN,0.1562,0.2,10,5
25_2,IbnShuib,Rabenu_Bahayii,0.0,,0,0
25_2,IbnShuib,Ricanati_Zicaron_aharon_ed,0.0789,0.0,6,2
25_2,IbnShuib,UnKnownEskorial,0.1803,0.0,11,6
25_2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0196,,1,0
25_2,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0893,0.0,5,4
25_2,KenegedAsaraMaamaritLondon847,RAMBAN,0.0667,0.0,4,1
25_2,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0,,0,0
25_2,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0588,0.0,4,5
25_2,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.069,0.0,4,3
25_2,KeterShemTov,MeiratEinayim,0.0408,,2,0
25_2,KeterShemTov,RAMBAN,0.102,0.0,5,1
25_2,KeterShemTov,Rabenu_Bahayii,0.0345,,1,0
25_2,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.069,,4,0
25_2,KeterShemTov,UnKnownEskorial,0.0612,,3,0
25_2,MeiratEinayim,RAMBAN,0.0328,0.0,2,1
25_2,MeiratEinayim,Rabenu_Bahayii,0.0,,0,0
25_2,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.0441,,3,0
25_2,MeiratEinayim,UnKnownEskorial,0.0893,1.0,5,1
25_2,RAMBAN,Rabenu_Bahayii,0.0,,0,0
25_2,RAMBAN,Ricanati_Zicaron_aharon_ed,0.1385,0.2,9,5
25_2,RAMBAN,UnKnownEskorial,0.1429,0.0,8,1
25_2,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.087,0.0,4,2
25_2,Rabenu_Bahayii,UnKnownEskorial,0.0526,,2,0
25_2,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.125,0.0,8,6
26,Comment_a_shuib_Parma_2704,DaatChachamVatokan107,0.0172,,1,0
26,Comment_a_shuib_Parma_2704,DaatChachamVatokan114,0.0364,,2,0
26,Comment_a_shuib_Parma_2704,IbnShuib,0.0353,,3,0
26,Comment_a_shuib_Parma_2704,KenegedAsaraMaamaritLondon847,0.0156,,1,0
26,Comment_a_shuib_Parma_2704,KeterShemTov,0.0309,,3,0
26,Comment_a_shuib_Parma_2704,MeiratEinayim,0.0119,,1,0
26,Comment_a_shuib_Parma_2704,RAMBAN,0.02,,2,0
26,Comment_a_shuib_Parma_2704,Rabenu_Bahayii,0.0244,,1,0
26,Comment_a_shuib_Parma_2704,Ricanati_Zicaron_aharon_ed,0.0233,0.0,4,1
26,Comment_a_shuib_Parma_2704,SaportaOxford1645,0.027,,2,0
26,Comment_a_shuib_Parma_2704,UnKnownEskorial,0.0297,,3,0
26,Comment_a_shuib_Parma_2704,UnKnownVatikan214,0.0357,0.0,4,1
26,DaatChachamVatokan107,DaatChachamVatokan114,0.2281,0.3333,13,9
26,DaatChachamVatokan107,IbnShuib,0.1477,0.1875,13,16
26,DaatChachamVatokan107,KenegedAsaraMaamaritLondon847,0.2,0.1,13,20
26,DaatChachamVatokan107,KeterShemTov,0.0865,0.0,9,5
26,DaatChachamVatokan107,MeiratEinayim,0.1136,0.1,10,10
26,DaatChachamVatokan107,RAMBAN,0.1275,0.1538,13,13
26,DaatChachamVatokan107,Rabenu_Bahayii,0.0577,0.0,3,4
26,DaatChachamVatokan107,Ricanati_Zicaron_aharon_ed,0.0862,0.0588,15,17
26,DaatChachamVatokan107,SaportaOxford1645,0.141,0.25,11,8
26,DaatChachamVatokan107,UnKnownEskorial,0.1359,0.0,14,12
26,DaatChachamVatokan107,UnKnownVatikan214,0.1121,0.0,13,11
26,DaatChachamVatokan114,IbnShuib,0.125,0.375,11,8
26,DaatChachamVatokan114,KenegedAsaraMaamaritLondon847,0.1692,0.0667,11,15
26,DaatChachamVatokan114,KeterShemTov,0.0882,0.0,9,7
26,DaatChachamVatokan114,MeiratEinayim,0.1294,0.0625,11,16
26,DaatChachamVatokan114,RAMBAN,0.13,0.1111,13,9
26,DaatChachamVatokan114,Rabenu_Bahayii,0.0392,0.0,2,1
26,DaatChachamVatokan114,Ricanati_Zicaron_aharon_ed,0.0747,0.1818,13,11
26,DaatChachamVatokan114,SaportaOxford1645,0.1154,0.1667,9,6
26,DaatChachamVatokan114,UnKnownEskorial,0.1165,0.1667,12,6
26,DaatChachamVatokan114,UnKnownVatikan214,0.0855,0.2,10,5
26,IbnShuib,KenegedAsaraMaamaritLondon847,0.1146,0.1429,11,7
26,IbnShuib,KeterShemTov,0.136,0.0556,17,18
26,IbnShuib,MeiratEinayim,0.114,0.1667,13,12
26,IbnShuib,RAMBAN,0.2203,0.125,26,32
26,IbnShuib,Rabenu_Bahayii,0.0633,0.0,5,4
26,IbnShuib,Ricanati_Zicaron_aharon_ed,0.172,0.0339,32,59
